"","...1","Plot","age","id_observation","id_releve","code_perso","date_releve_deb","x_l93","y_l93","lon_wgs84","lat_wgs84","lieudit","alti_calc","rec_total_pl","rec_arbu_pl","rec_sarb_pl","rec_herba_pl","rec_crypto_pl","substr_roch_pl","substr_bloc_pl","substr_cail_pl","substr_terr_pl","substr_grav_pl","substr_sabl_pl","substr_liti_pl","nom_cite","cd_nom","nom_complet","cd_ref","nom_reconnu_ss_auteur","nom_reconnu","famille","recouvrement_sp","hauteur_veg","facilitation","BSC","compet","nurse","reprod","comment","meta_comm","Site","ageChronoG","ageChronoG2","Vielle_repro"
"3579",611,"PC-04",110,33540506,10408080,"Band : C","7/30/2020",1000701.93,6540276.17,6.8796,45.89566667,"Glacier des P<e9>lerins",2194,"50-75% (66%)",NA,NA,NA,NA,"<5% (1%)","10-25% (10%)","<5% (3%)",NA,"<5% (2%)","<5% (1%)",NA,"Festuca nigrescens Lam., 1788",98404,"Festuca nigrescens Lam., 1788",98404,"Festuca nigrescens","Festuca nigrescens Lam., 1788","Poaceae","2","3",NA,1,NA,NA,"1",NA,"ROCVEG : PC-04 ; Band : C ; Time : 4:05 PM ; Soil crust : 18% ; Moss : 50% ; Cyanobact : NA ; Lichen : 50% ; BSC : 1.5cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"3580",611,"TA-31",25,24800393,8660616,"Band : A","8/7/2020",1007106.1,6551806.14,6.96956,45.9965,"Glacier du Tour",2168,"25-50% (25%)",NA,NA,NA,">75% (100%)","50-75% (70%)","5-10% (5%)","5-10% (8%)",NA,"5-10% (8%)",NA,NA,"Euphrasia minima Jacq. ex DC., 1805",97772,"Euphrasia minima Jacq. ex DC., 1805",97772,"Euphrasia minima","Euphrasia minima Jacq. ex DC., 1805","Orobanchaceae","+","3",NA,NA,NA,NA,"1",NA,"Time : 14:36 ; Soil crust : 5% ; Slab : 20%","Tour","19-36 yrs","20-30 yrs",NA
"3581",612,"B3_26",24.5,34901323,10971315,"Band : B3","7/18/2019",968747.94,6432063.77,6.407674179,44.93557782,"Glacier Blanc",2434,NA,"<5% (0%)","<5% (0%)","5-10% (8%)","<5% (1%)",NA,"5-10% (5%)","25-50% (40%)",NA,"10-25% (15%)","5-10% (2%)","<5% (0%)","Poa nemoralis",114297,"Poa nemoralis L., 1753",114297,"Poa nemoralis","Poa nemoralis L., 1753","Poaceae","1",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0,5 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 30 ; Blocs : 5 ; Cailloux : 40 ; Graviers : 14,5 ; Sable : 2 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 8 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 1997 ; Age : 22","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3582",612,"GLIAX-04",160,24803004,8661048,"Band : LIA","8/10/2020",983831.57,6475872.81,6.62415,45.3236,"Glacier de G<e9>broulaz",2338,">75% (90%)",NA,NA,NA,NA,"5-10% (9%)","5-10% (8%)","<5% (1%)",NA,"<5% (0%)","<5% (0%)",NA,"Campanula scheuchzeri Vill., 1779",87724,"Campanula scheuchzeri Vill., 1779",132522,"Campanula scheuchzeri subsp. scheuchzeri","Campanula scheuchzeri subsp. scheuchzeri Vill., 1779","Campanulaceae","+","6",NA,NA,NA,NA,"1",NA,"ROCVEG : GLIAx-04 ; Band : LIA ; Time : 14:53 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
"3583",612,"PC-04",110,33540494,10408080,"Band : C","7/30/2020",1000701.93,6540276.17,6.8796,45.89566667,"Glacier des P<e9>lerins",2194,"50-75% (66%)",NA,NA,NA,NA,"<5% (1%)","10-25% (10%)","<5% (3%)",NA,"<5% (2%)","<5% (1%)",NA,"Rhododendron ferrugineum L., 1753",117679,"Rhododendron ferrugineum L., 1753",117679,"Rhododendron ferrugineum","Rhododendron ferrugineum L., 1753","Ericaceae","27","25",NA,NA,NA,NA,"1",NA,"ROCVEG : PC-04 ; Band : C ; Time : 4:05 PM ; Soil crust : 18% ; Moss : 50% ; Cyanobact : NA ; Lichen : 50% ; BSC : 1.5cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"3584",612,"TA-31",25,24800400,8660616,"Band : A","8/7/2020",1007106.1,6551806.14,6.96956,45.9965,"Glacier du Tour",2168,"25-50% (25%)",NA,NA,NA,">75% (100%)","50-75% (70%)","5-10% (5%)","5-10% (8%)",NA,"5-10% (8%)",NA,NA,"Euphrasia alpina Lam., 1786",97725,"Euphrasia alpina Lam., 1786",97725,"Euphrasia alpina","Euphrasia alpina Lam., 1786","Orobanchaceae","+","5",NA,NA,NA,NA,"1",NA,"Time : 14:36 ; Soil crust : 5% ; Slab : 20%","Tour","19-36 yrs","20-30 yrs",NA
"3585",613,"B3_26",24.5,34901324,10971315,"Band : B3","7/18/2019",968747.94,6432063.77,6.407674179,44.93557782,"Glacier Blanc",2434,NA,"<5% (0%)","<5% (0%)","5-10% (8%)","<5% (1%)",NA,"5-10% (5%)","25-50% (40%)",NA,"10-25% (15%)","5-10% (2%)","<5% (0%)","Rumex scutatus",119587,"Rumex scutatus L., 1753",119587,"Rumex scutatus","Rumex scutatus L., 1753","Polygonaceae","2",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0,5 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 30 ; Blocs : 5 ; Cailloux : 40 ; Graviers : 14,5 ; Sable : 2 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 8 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 1997 ; Age : 22","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3586",613,"GLIAX-04",160,24802992,8661048,"Band : LIA","8/10/2020",983831.57,6475872.81,6.62415,45.3236,"Glacier de G<e9>broulaz",2338,">75% (90%)",NA,NA,NA,NA,"5-10% (9%)","5-10% (8%)","<5% (1%)",NA,"<5% (0%)","<5% (0%)",NA,"Hieracium intybaceum All., 1773",102078,"Hieracium intybaceum All., 1773",102078,"Hieracium intybaceum","Hieracium intybaceum All., 1773","Asteraceae","5","10",NA,NA,NA,NA,"1",NA,"ROCVEG : GLIAx-04 ; Band : LIA ; Time : 14:53 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
"3587",613,"PC-04",110,33540517,10408080,"Band : C","7/30/2020",1000701.93,6540276.17,6.8796,45.89566667,"Glacier des P<e9>lerins",2194,"50-75% (66%)",NA,NA,NA,NA,"<5% (1%)","10-25% (10%)","<5% (3%)",NA,"<5% (2%)","<5% (1%)",NA,"Sempervivum montanum L., 1753",122467,"Sempervivum montanum L., 1753",613604,"Sempervivum montanum var. burnatii","Sempervivum montanum var. burnatii (Wettst. ex Hayek) Praeger, 1932","Crassulaceae","1","2",NA,1,NA,NA,NA,NA,"ROCVEG : PC-04 ; Band : C ; Time : 4:05 PM ; Soil crust : 18% ; Moss : 50% ; Cyanobact : NA ; Lichen : 50% ; BSC : 1.5cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"3588",613,"TA-31",25,24800396,8660616,"Band : A","8/7/2020",1007106.1,6551806.14,6.96956,45.9965,"Glacier du Tour",2168,"25-50% (25%)",NA,NA,NA,">75% (100%)","50-75% (70%)","5-10% (5%)","5-10% (8%)",NA,"5-10% (8%)",NA,NA,"Salix retusa L., 1759",120195,"Salix retusa L., 1759",120195,"Salix retusa","Salix retusa L., 1759","Salicaceae","+","2",NA,NA,NA,NA,"0",NA,"Time : 14:36 ; Soil crust : 5% ; Slab : 20%","Tour","19-36 yrs","20-30 yrs",NA
"3589",614,"B3_26",24.5,34901325,10971315,"Band : B3","7/18/2019",968747.94,6432063.77,6.407674179,44.93557782,"Glacier Blanc",2434,NA,"<5% (0%)","<5% (0%)","5-10% (8%)","<5% (1%)",NA,"5-10% (5%)","25-50% (40%)",NA,"10-25% (15%)","5-10% (2%)","<5% (0%)","Saxifraga paniculata",121139,"Saxifraga paniculata Mill., 1768",121139,"Saxifraga paniculata","Saxifraga paniculata Mill., 1768","Saxifragaceae","0,25",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0,5 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 30 ; Blocs : 5 ; Cailloux : 40 ; Graviers : 14,5 ; Sable : 2 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 8 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 1997 ; Age : 22","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3590",614,"GLIAX-04",160,24802995,8661048,"Band : LIA","8/10/2020",983831.57,6475872.81,6.62415,45.3236,"Glacier de G<e9>broulaz",2338,">75% (90%)",NA,NA,NA,NA,"5-10% (9%)","5-10% (8%)","<5% (1%)",NA,"<5% (0%)","<5% (0%)",NA,"Agrostis rupestris All., 1785",80729,"Agrostis rupestris All., 1785",613160,"Agrostis rupestris var. rupestris","Agrostis rupestris var. rupestris All., 1785","Poaceae","1","5",NA,NA,NA,NA,"1",NA,"ROCVEG : GLIAx-04 ; Band : LIA ; Time : 14:53 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
"3591",614,"PC-04",110,33540520,10408080,"Band : C","7/30/2020",1000701.93,6540276.17,6.8796,45.89566667,"Glacier des P<e9>lerins",2194,"50-75% (66%)",NA,NA,NA,NA,"<5% (1%)","10-25% (10%)","<5% (3%)",NA,"<5% (2%)","<5% (1%)",NA,"Pilosella Hill, 1756",715557,"Pilosella Hill, 1756",715557,"Pilosella","Pilosella Hill, 1756","Asteraceae","+","1",NA,1,NA,NA,NA,NA,"ROCVEG : PC-04 ; Band : C ; Time : 4:05 PM ; Soil crust : 18% ; Moss : 50% ; Cyanobact : NA ; Lichen : 50% ; BSC : 1.5cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"3592",614,"TA-31",25,24800385,8660616,"Band : A","8/7/2020",1007106.1,6551806.14,6.96956,45.9965,"Glacier du Tour",2168,"25-50% (25%)",NA,NA,NA,">75% (100%)","50-75% (70%)","5-10% (5%)","5-10% (8%)",NA,"5-10% (8%)",NA,NA,"Saxifraga paniculata Mill., 1768",121139,"Saxifraga paniculata Mill., 1768",121139,"Saxifraga paniculata","Saxifraga paniculata Mill., 1768","Saxifragaceae","2","3",NA,NA,NA,NA,"1",NA,"Time : 14:36 ; Soil crust : 5% ; Slab : 20%","Tour","19-36 yrs","20-30 yrs",NA
"3593",615,"B3_26",24.5,34901327,10971315,"Band : B3","7/18/2019",968747.94,6432063.77,6.407674179,44.93557782,"Glacier Blanc",2434,NA,"<5% (0%)","<5% (0%)","5-10% (8%)","<5% (1%)",NA,"5-10% (5%)","25-50% (40%)",NA,"10-25% (15%)","5-10% (2%)","<5% (0%)","Sedum atratum",122124,"Sedum atratum L., 1763",122124,"Sedum atratum","Sedum atratum L., 1763","Crassulaceae","0,25",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0,5 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 30 ; Blocs : 5 ; Cailloux : 40 ; Graviers : 14,5 ; Sable : 2 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 8 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 1997 ; Age : 22","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3594",615,"GLIAX-04",160,24803003,8661048,"Band : LIA","8/10/2020",983831.57,6475872.81,6.62415,45.3236,"Glacier de G<e9>broulaz",2338,">75% (90%)",NA,NA,NA,NA,"5-10% (9%)","5-10% (8%)","<5% (1%)",NA,"<5% (0%)","<5% (0%)",NA,"Trifolium pallescens Schreb., 1804",127419,"Trifolium pallescens Schreb., 1804",127419,"Trifolium pallescens","Trifolium pallescens Schreb., 1804","Fabaceae","4","4",NA,NA,NA,NA,"1",NA,"ROCVEG : GLIAx-04 ; Band : LIA ; Time : 14:53 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
"3595",615,"PC-04",110,33540522,10408080,"Band : C","7/30/2020",1000701.93,6540276.17,6.8796,45.89566667,"Glacier des P<e9>lerins",2194,"50-75% (66%)",NA,NA,NA,NA,"<5% (1%)","10-25% (10%)","<5% (3%)",NA,"<5% (2%)","<5% (1%)",NA,"Saxifraga bryoides L., 1753",120988,"Saxifraga bryoides L., 1753",120988,"Saxifraga bryoides","Saxifraga bryoides L., 1753","Saxifragaceae","+","1",NA,1,NA,NA,"1",NA,"ROCVEG : PC-04 ; Band : C ; Time : 4:05 PM ; Soil crust : 18% ; Moss : 50% ; Cyanobact : NA ; Lichen : 50% ; BSC : 1.5cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"3596",615,"TA-31",25,24800397,8660616,"Band : A","8/7/2020",1007106.1,6551806.14,6.96956,45.9965,"Glacier du Tour",2168,"25-50% (25%)",NA,NA,NA,">75% (100%)","50-75% (70%)","5-10% (5%)","5-10% (8%)",NA,"5-10% (8%)",NA,NA,"Rumex scutatus L., 1753",119587,"Rumex scutatus L., 1753",119587,"Rumex scutatus","Rumex scutatus L., 1753","Polygonaceae","+","3",NA,NA,NA,NA,"0",NA,"Time : 14:36 ; Soil crust : 5% ; Slab : 20%","Tour","19-36 yrs","20-30 yrs",NA
"3597",616,"B3_26",24.5,34901328,10971315,"Band : B3","7/18/2019",968747.94,6432063.77,6.407674179,44.93557782,"Glacier Blanc",2434,NA,"<5% (0%)","<5% (0%)","5-10% (8%)","<5% (1%)",NA,"5-10% (5%)","25-50% (40%)",NA,"10-25% (15%)","5-10% (2%)","<5% (0%)","Sedum dasyphyllum",122150,"Sedum dasyphyllum L., 1753",122150,"Sedum dasyphyllum","Sedum dasyphyllum L., 1753","Crassulaceae","0,25",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0,5 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 30 ; Blocs : 5 ; Cailloux : 40 ; Graviers : 14,5 ; Sable : 2 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 8 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 1997 ; Age : 22","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3598",616,"GLIAX-04",160,24803001,8661048,"Band : LIA","8/10/2020",983831.57,6475872.81,6.62415,45.3236,"Glacier de G<e9>broulaz",2338,">75% (90%)",NA,NA,NA,NA,"5-10% (9%)","5-10% (8%)","<5% (1%)",NA,"<5% (0%)","<5% (0%)",NA,"Trifolium badium Schreb., 1804",127237,"Trifolium badium Schreb., 1804",127237,"Trifolium badium","Trifolium badium Schreb., 1804","Fabaceae","8","10",NA,NA,NA,NA,"1",NA,"ROCVEG : GLIAx-04 ; Band : LIA ; Time : 14:53 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
"3599",616,"PC-04",110,33540499,10408080,"Band : C","7/30/2020",1000701.93,6540276.17,6.8796,45.89566667,"Glacier des P<e9>lerins",2194,"50-75% (66%)",NA,NA,NA,NA,"<5% (1%)","10-25% (10%)","<5% (3%)",NA,"<5% (2%)","<5% (1%)",NA,"Agrostis schraderiana Bech., 1938",80741,"Agrostis schraderiana Bech., 1938",80741,"Agrostis schraderiana","Agrostis schraderiana Bech., 1938","Poaceae","1.7","20",NA,NA,NA,NA,"1",NA,"ROCVEG : PC-04 ; Band : C ; Time : 4:05 PM ; Soil crust : 18% ; Moss : 50% ; Cyanobact : NA ; Lichen : 50% ; BSC : 1.5cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"3600",616,"TA-31",25,24800398,8660616,"Band : A","8/7/2020",1007106.1,6551806.14,6.96956,45.9965,"Glacier du Tour",2168,"25-50% (25%)",NA,NA,NA,">75% (100%)","50-75% (70%)","5-10% (5%)","5-10% (8%)",NA,"5-10% (8%)",NA,NA,"Poa alpina L., 1753",114105,"Poa alpina L., 1753",114105,"Poa alpina","Poa alpina L., 1753","Poaceae","+","3",NA,NA,NA,NA,"0",NA,"Time : 14:36 ; Soil crust : 5% ; Slab : 20%","Tour","19-36 yrs","20-30 yrs",NA
"3601",617,"B3_26",24.5,34901329,10971315,"Band : B3","7/18/2019",968747.94,6432063.77,6.407674179,44.93557782,"Glacier Blanc",2434,NA,"<5% (0%)","<5% (0%)","5-10% (8%)","<5% (1%)",NA,"5-10% (5%)","25-50% (40%)",NA,"10-25% (15%)","5-10% (2%)","<5% (0%)","Sempervivum arachnoideum",122419,"Sempervivum arachnoideum L., 1753",122419,"Sempervivum arachnoideum","Sempervivum arachnoideum L., 1753","Crassulaceae","2",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0,5 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 30 ; Blocs : 5 ; Cailloux : 40 ; Graviers : 14,5 ; Sable : 2 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 8 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 1997 ; Age : 22","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3602",617,"GLIAX-04",160,24803000,8661048,"Band : LIA","8/10/2020",983831.57,6475872.81,6.62415,45.3236,"Glacier de G<e9>broulaz",2338,">75% (90%)",NA,NA,NA,NA,"5-10% (9%)","5-10% (8%)","<5% (1%)",NA,"<5% (0%)","<5% (0%)",NA,"Saxifraga bryoides L., 1753",120988,"Saxifraga bryoides L., 1753",120988,"Saxifraga bryoides","Saxifraga bryoides L., 1753","Saxifragaceae","+","1",NA,NA,NA,NA,"1",NA,"ROCVEG : GLIAx-04 ; Band : LIA ; Time : 14:53 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
"3603",617,"PC-04",110,33540508,10408080,"Band : C","7/30/2020",1000701.93,6540276.17,6.8796,45.89566667,"Glacier des P<e9>lerins",2194,"50-75% (66%)",NA,NA,NA,NA,"<5% (1%)","10-25% (10%)","<5% (3%)",NA,"<5% (2%)","<5% (1%)",NA,"Lotus alpinus (DC.) Schleich. ex Ramond, 1825",106630,"Lotus alpinus (DC.) Schleich. ex Ramond, 1825",137438,"Lotus corniculatus subsp. alpinus","Lotus corniculatus subsp. alpinus (DC.) Rothm., 1963","Fabaceae","2","3",NA,1,NA,NA,"1",NA,"ROCVEG : PC-04 ; Band : C ; Time : 4:05 PM ; Soil crust : 18% ; Moss : 50% ; Cyanobact : NA ; Lichen : 50% ; BSC : 1.5cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"3604",617,"TA-31",25,24800386,8660616,"Band : A","8/7/2020",1007106.1,6551806.14,6.96956,45.9965,"Glacier du Tour",2168,"25-50% (25%)",NA,NA,NA,">75% (100%)","50-75% (70%)","5-10% (5%)","5-10% (8%)",NA,"5-10% (8%)",NA,NA,"Trifolium pallescens Schreb., 1804",127419,"Trifolium pallescens Schreb., 1804",127419,"Trifolium pallescens","Trifolium pallescens Schreb., 1804","Fabaceae","5","4",NA,NA,NA,NA,"1",NA,"Time : 14:36 ; Soil crust : 5% ; Slab : 20%","Tour","19-36 yrs","20-30 yrs",NA
"3605",618,"B3_26",24.5,34901330,10971315,"Band : B3","7/18/2019",968747.94,6432063.77,6.407674179,44.93557782,"Glacier Blanc",2434,NA,"<5% (0%)","<5% (0%)","5-10% (8%)","<5% (1%)",NA,"5-10% (5%)","25-50% (40%)",NA,"10-25% (15%)","5-10% (2%)","<5% (0%)","Tolpis staticifolia",126821,"Tolpis staticifolia (All.) Sch.Bip., 1861",126821,"Tolpis staticifolia","Tolpis staticifolia (All.) Sch.Bip., 1861","Asteraceae","0,25",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0,5 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 30 ; Blocs : 5 ; Cailloux : 40 ; Graviers : 14,5 ; Sable : 2 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 8 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 1997 ; Age : 22","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3606",618,"GLIAX-04",160,24802997,8661048,"Band : LIA","8/10/2020",983831.57,6475872.81,6.62415,45.3236,"Glacier de G<e9>broulaz",2338,">75% (90%)",NA,NA,NA,NA,"5-10% (9%)","5-10% (8%)","<5% (1%)",NA,"<5% (0%)","<5% (0%)",NA,"Cerastium arvense subsp. strictum Gaudin, 1828",133087,"Cerastium arvense subsp. strictum Gaudin, 1828",133087,"Cerastium arvense subsp. strictum","Cerastium arvense subsp. strictum Gaudin, 1828","Caryophyllaceae","+","3",NA,NA,NA,NA,"1",NA,"ROCVEG : GLIAx-04 ; Band : LIA ; Time : 14:53 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
"3607",618,"PC-04",110,33540523,10408080,"Band : C","7/30/2020",1000701.93,6540276.17,6.8796,45.89566667,"Glacier des P<e9>lerins",2194,"50-75% (66%)",NA,NA,NA,NA,"<5% (1%)","10-25% (10%)","<5% (3%)",NA,"<5% (2%)","<5% (1%)",NA,"Trifolium pallescens Schreb., 1804",127419,"Trifolium pallescens Schreb., 1804",127419,"Trifolium pallescens","Trifolium pallescens Schreb., 1804","Fabaceae","2","3",NA,1,NA,NA,"1",NA,"ROCVEG : PC-04 ; Band : C ; Time : 4:05 PM ; Soil crust : 18% ; Moss : 50% ; Cyanobact : NA ; Lichen : 50% ; BSC : 1.5cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"3608",618,"TA-31",25,24800399,8660616,"Band : A","8/7/2020",1007106.1,6551806.14,6.96956,45.9965,"Glacier du Tour",2168,"25-50% (25%)",NA,NA,NA,">75% (100%)","50-75% (70%)","5-10% (5%)","5-10% (8%)",NA,"5-10% (8%)",NA,NA,"Sedum alpestre Vill., 1779",122107,"Sedum alpestre Vill., 1779",122107,"Sedum alpestre","Sedum alpestre Vill., 1779","Crassulaceae","+","1",NA,NA,NA,NA,"0",NA,"Time : 14:36 ; Soil crust : 5% ; Slab : 20%","Tour","19-36 yrs","20-30 yrs",NA
"3609",619,"B3_27",24.5,34901883,10971259,"Band : B3","7/18/2019",968889.29,6431903.89,6.409376768,44.93408475,"Glacier Blanc",2368,NA,"<5% (3%)","<5% (1%)",">75% (80%)","10-25% (15%)",NA,"<5% (1%)","<5% (0%)",NA,"<5% (0%)","<5% (0%)","<5% (0%)","Adenostyles leucophylla",80190,"Adenostyles leucophylla (Willd.) Rchb., 1831",80190,"Adenostyles leucophylla","Adenostyles leucophylla (Willd.) Rchb., 1831","Asteraceae","3",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 3 ; Dalle : 0 ; Blocs : 1 ; Cailloux : 0 ; Graviers : 0 ; Sable : 0 ; Liti<e8>re : 0 ; Mousses humides : 15 ; Herbac<e9>es : 80 ; Ligneux tr<e8>s bas : 1 ; Ligneux bas : 3 ; D<e9>glaciation : 1994 ; Age : 25","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3610",619,"GLIAX-04",160,24802994,8661048,"Band : LIA","8/10/2020",983831.57,6475872.81,6.62415,45.3236,"Glacier de G<e9>broulaz",2338,">75% (90%)",NA,NA,NA,NA,"5-10% (9%)","5-10% (8%)","<5% (1%)",NA,"<5% (0%)","<5% (0%)",NA,"Jacobaea incana (L.) Veldkamp, 2006",610642,"Jacobaea incana (L.) Veldkamp, 2006",610642,"Jacobaea incana","Jacobaea incana (L.) Veldkamp, 2006","Asteraceae","1","3",NA,NA,NA,NA,"1",NA,"ROCVEG : GLIAx-04 ; Band : LIA ; Time : 14:53 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
"3611",619,"PC-04",110,33540524,10408080,"Band : C","7/30/2020",1000701.93,6540276.17,6.8796,45.89566667,"Glacier des P<e9>lerins",2194,"50-75% (66%)",NA,NA,NA,NA,"<5% (1%)","10-25% (10%)","<5% (3%)",NA,"<5% (2%)","<5% (1%)",NA,"Euphrasia minima Jacq. ex DC., 1805",97772,"Euphrasia minima Jacq. ex DC., 1805",97772,"Euphrasia minima","Euphrasia minima Jacq. ex DC., 1805","Orobanchaceae","+","2",NA,1,NA,NA,"1",NA,"ROCVEG : PC-04 ; Band : C ; Time : 4:05 PM ; Soil crust : 18% ; Moss : 50% ; Cyanobact : NA ; Lichen : 50% ; BSC : 1.5cm ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"3612",619,"TA-31",25,24800388,8660616,"Band : A","8/7/2020",1007106.1,6551806.14,6.96956,45.9965,"Glacier du Tour",2168,"25-50% (25%)",NA,NA,NA,">75% (100%)","50-75% (70%)","5-10% (5%)","5-10% (8%)",NA,"5-10% (8%)",NA,NA,"Saxifraga bryoides L., 1753",120988,"Saxifraga bryoides L., 1753",120988,"Saxifraga bryoides","Saxifraga bryoides L., 1753","Saxifragaceae","+","2",NA,NA,NA,NA,"1",NA,"Time : 14:36 ; Soil crust : 5% ; Slab : 20%","Tour","19-36 yrs","20-30 yrs",NA
"3613",620,"B3_27",24.5,34901884,10971259,"Band : B3","7/18/2019",968889.29,6431903.89,6.409376768,44.93408475,"Glacier Blanc",2368,NA,"<5% (3%)","<5% (1%)",">75% (80%)","10-25% (15%)",NA,"<5% (1%)","<5% (0%)",NA,"<5% (0%)","<5% (0%)","<5% (0%)","Carex frigida",88519,"Carex frigida All., 1785",88519,"Carex frigida","Carex frigida All., 1785","Cyperaceae","0,5",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 0 ; Lichens BSC : 0 ; Eau : 3 ; Dalle : 0 ; Blocs : 1 ; Cailloux : 0 ; Graviers : 0 ; Sable : 0 ; Liti<e8>re : 0 ; Mousses humides : 15 ; Herbac<e9>es : 80 ; Ligneux tr<e8>s bas : 1 ; Ligneux bas : 3 ; D<e9>glaciation : 1994 ; Age : 25","Glacier Blanc","19-36 yrs","20-30 yrs",NA
"3614",620,"GLIAX-04",160,24802990,8661048,"Band : LIA","8/10/2020",983831.57,6475872.81,6.62415,45.3236,"Glacier de G<e9>broulaz",2338,">75% (90%)",NA,NA,NA,NA,"5-10% (9%)","5-10% (8%)","<5% (1%)",NA,"<5% (0%)","<5% (0%)",NA,"Athyrium distentifolium Tausch ex Opiz, 1820",84998,"Athyrium distentifolium Tausch ex Opiz, 1820",84998,"Athyrium distentifolium","Athyrium distentifolium Tausch ex Opiz, 1820","Athyriaceae","6","50",NA,NA,NA,NA,"0",NA,"ROCVEG : GLIAx-04 ; Band : LIA ; Time : 14:53 ; Soil crust : 1 ; Moss : 100 ; Cyanobact : 0 ; Lichen : 0 ; BSC : 1 ; Photo number : NA","Gebroulaz","LIA - Control","LIA - Control",NA
